data,blur,noise,mode,c,method,iteration,oracle,network_forward,backtracks,wall_time_s,mean_rel_primal_error
real,train,train,bv,0.5,plain-FBHF,45,180,0,0,0.05699095956981182,0.027506325393915176
real,train,train,bv,0.5,plain-FBHF,46,184,0,0,0.05825742533802986,0.027122367173433304
real,train,train,bv,0.5,plain-FBHF,47,188,0,0,0.0595238911062479,0.02674870565533638
real,train,train,bv,0.5,plain-FBHF,48,192,0,0,0.06079035687446594,0.026384644210338593
real,train,train,bv,0.5,plain-FBHF,49,196,0,0,0.06205682264268398,0.026029471307992935
real,train,train,bv,0.5,plain-FBHF,50,200,0,0,0.06332328841090203,0.025682564824819565
real,train,train,bv,0.5,plain-FBHF,51,204,0,0,0.06458975417912007,0.02534349262714386
real,train,train,bv,0.5,plain-FBHF,52,208,0,0,0.0658562199473381,0.02501198649406433
real,train,train,bv,0.5,plain-FBHF,53,212,0,0,0.06712268571555614,0.024687860161066055
real,train,train,bv,0.5,plain-FBHF,54,216,0,0,0.06838915148377418,0.02437092736363411
real,train,train,bv,0.5,plain-FBHF,55,220,0,0,0.06965561725199222,0.024060972034931183
real,train,train,bv,0.5,plain-FBHF,56,224,0,0,0.07092208302021026,0.023757752031087875
real,train,train,bv,0.5,plain-FBHF,57,228,0,0,0.0721885487884283,0.023461010307073593
real,train,train,bv,0.5,plain-FBHF,58,232,0,0,0.07345501455664634,0.023170487955212593
real,train,train,bv,0.5,plain-FBHF,59,236,0,0,0.07472148032486439,0.022885974496603012
real,train,train,bv,0.5,plain-FBHF,60,240,0,0,0.07598794609308243,0.022607266902923584
real,train,train,bv,0.5,plain-FBHF,61,244,0,0,0.07725441186130047,0.022334173321723938
real,train,train,bv,0.5,plain-FBHF,62,248,0,0,0.07852087762951851,0.022066503763198853
real,train,train,bv,0.5,plain-FBHF,63,252,0,0,0.07978734339773655,0.02180406264960766
real,train,train,bv,0.5,plain-FBHF,64,256,0,0,0.08105380916595459,0.02154666930437088
real,train,train,bv,0.5,plain-FBHF,65,260,0,0,0.08232027493417263,0.02129417285323143
real,train,train,bv,0.5,plain-FBHF,66,264,0,0,0.08358674070239067,0.021046441048383713
real,train,train,bv,0.5,plain-FBHF,67,268,0,0,0.0848532064706087,0.020803378894925117
real,train,train,bv,0.5,plain-FBHF,68,272,0,0,0.08611967223882674,0.020564891397953033
real,train,train,bv,0.5,plain-FBHF,69,276,0,0,0.08738613800704478,0.02033090591430664
real,train,train,bv,0.5,plain-FBHF,70,280,0,0,0.08865260377526284,0.020101334899663925
real,train,train,bv,0.5,plain-FBHF,71,284,0,0,0.08991906954348088,0.019876088947057724
real,train,train,bv,0.5,plain-FBHF,72,288,0,0,0.09118553531169891,0.01965506188571453
real,train,train,bv,0.5,plain-FBHF,73,292,0,0,0.09245200107991695,0.019438162446022034
real,train,train,bv,0.5,plain-FBHF,74,296,0,0,0.093718466848135,0.019225306808948517
real,train,train,bv,0.5,plain-FBHF,75,300,0,0,0.09498493261635303,0.019016414880752563
real,train,train,bv,0.5,plain-FBHF,76,304,0,0,0.09625139838457107,0.018811408430337906
real,train,train,bv,0.5,plain-FBHF,77,308,0,0,0.09751786415278911,0.018610214814543724
real,train,train,bv,0.5,plain-FBHF,78,312,0,0,0.09878432992100715,0.018412750214338303
real,train,train,bv,0.5,plain-FBHF,79,316,0,0,0.10005079568922519,0.01821891963481903
real,train,train,bv,0.5,plain-FBHF,80,320,0,0,0.10131726145744324,0.018028615042567253
real,train,train,bv,0.5,plain-FBHF,81,324,0,0,0.10258372722566128,0.017841730266809464
real,train,train,bv,0.5,plain-FBHF,82,328,0,0,0.10385019299387932,0.017658162862062454
real,train,train,bv,0.5,plain-FBHF,83,332,0,0,0.10511665876209736,0.01747780479490757
real,train,train,bv,0.5,plain-FBHF,84,336,0,0,0.1063831245303154,0.017300572246313095
real,train,train,bv,0.5,plain-FBHF,85,340,0,0,0.10764959029853344,0.017126373946666718
real,train,train,bv,0.5,plain-FBHF,86,344,0,0,0.10891605606675148,0.016955122351646423
real,train,train,bv,0.5,plain-FBHF,87,348,0,0,0.11018252183496952,0.01678672432899475
real,train,train,bv,0.5,plain-FBHF,88,352,0,0,0.11144898760318755,0.016621088609099388
real,train,train,bv,0.5,plain-FBHF,89,356,0,0,0.1127154533714056,0.01645812951028347
real,train,train,bv,0.5,plain-FBHF,90,360,0,0,0.11398191913962363,0.01629776693880558
real,train,train,bv,0.5,plain-FBHF,91,364,0,0,0.11524838490784169,0.0161399245262146
real,train,train,bv,0.5,plain-FBHF,92,368,0,0,0.11651485067605973,0.015984538942575455
real,train,train,bv,0.5,plain-FBHF,93,372,0,0,0.11778131644427776,0.01583155244588852
real,train,train,bv,0.5,plain-FBHF,94,376,0,0,0.1190477822124958,0.015680916607379913
real,train,train,bv,0.5,plain-FBHF,95,380,0,0,0.12031424798071384,0.01553256530314684
real,train,train,bv,0.5,plain-FBHF,96,384,0,0,0.12158071374893188,0.015386449173092842
real,train,train,bv,0.5,plain-FBHF,97,388,0,0,0.12284717951714992,0.015242503024637699
real,train,train,bv,0.5,plain-FBHF,98,392,0,0,0.12411364528536796,0.015100663527846336
real,train,train,bv,0.5,plain-FBHF,99,396,0,0,0.125380111053586,0.014960873872041702
real,train,train,bv,0.5,plain-FBHF,100,400,0,0,0.12664657682180405,0.01482307631522417
real,train,train,bv,0.5,plain-FBHF,101,404,0,0,0.1279130425900221,0.014687228947877884
real,train,train,bv,0.5,plain-FBHF,102,408,0,0,0.12917950835824013,0.014553304761648178
real,train,train,bv,0.5,plain-FBHF,103,412,0,0,0.13044597412645817,0.014421273022890091
real,train,train,bv,0.5,plain-FBHF,104,416,0,0,0.1317124398946762,0.014291110448539257
real,train,train,bv,0.5,plain-FBHF,105,420,0,0,0.13297890566289425,0.014162790030241013
real,train,train,bv,0.5,plain-FBHF,106,424,0,0,0.1342453714311123,0.014036284759640694
real,train,train,bv,0.5,plain-FBHF,107,428,0,0,0.13551183719933033,0.013911562040448189
real,train,train,bv,0.5,plain-FBHF,108,432,0,0,0.13677830296754837,0.013788594864308834
real,train,train,bv,0.5,plain-FBHF,109,436,0,0,0.1380447687357664,0.013667347840964794
real,train,train,bv,0.5,plain-FBHF,110,440,0,0,0.13931123450398444,0.013547788374125957
real,train,train,bv,0.5,plain-FBHF,111,444,0,0,0.14057770027220248,0.013429882004857063
real,train,train,bv,0.5,plain-FBHF,112,448,0,0,0.14184416604042052,0.013313592411577702
real,train,train,bv,0.5,plain-FBHF,113,452,0,0,0.14311063180863856,0.013198886066675186
real,train,train,bv,0.5,plain-FBHF,114,456,0,0,0.1443770975768566,0.013085726648569107
real,train,train,bv,0.5,plain-FBHF,115,460,0,0,0.14564356334507464,0.012974081560969353
real,train,train,bv,0.5,plain-FBHF,116,464,0,0,0.14691002911329268,0.012863922864198685
real,train,train,bv,0.5,plain-FBHF,117,468,0,0,0.14817649488151072,0.012755216099321842
real,train,train,bv,0.5,plain-FBHF,118,472,0,0,0.14944296064972878,0.01264793612062931
real,train,train,bv,0.5,plain-FBHF,119,476,0,0,0.15070942641794682,0.012542054988443851
real,train,train,bv,0.5,plain-FBHF,120,480,0,0,0.15197589218616486,0.01243754755705595
real,train,train,bv,0.5,plain-FBHF,121,484,0,0,0.1532423579543829,0.012334391474723816
real,train,train,bv,0.5,plain-FBHF,122,488,0,0,0.15450882372260094,0.012232566252350807
real,train,train,bv,0.5,plain-FBHF,123,492,0,0,0.15577528949081898,0.012132049538195133
real,train,train,bv,0.5,plain-FBHF,124,496,0,0,0.15704175525903702,0.012032825499773026
real,train,train,bv,0.5,plain-FBHF,125,500,0,0,0.15830822102725506,0.011934872716665268
real,train,train,bv,0.5,plain-FBHF,126,504,0,0,0.1595746867954731,0.011838173493742943
real,train,train,bv,0.5,plain-FBHF,127,508,0,0,0.16084115256369114,0.011742709204554558
real,train,train,bv,0.5,plain-FBHF,128,512,0,0,0.16210761833190918,0.011648458428680897
real,train,train,bv,0.5,plain-FBHF,129,516,0,0,0.16337408410012721,0.011555397883057594
real,train,train,bv,0.5,plain-FBHF,130,520,0,0,0.16464054986834525,0.011463506147265434
real,train,train,bv,0.5,plain-FBHF,131,524,0,0,0.1659070156365633,0.011372757144272327
real,train,train,bv,0.5,plain-FBHF,132,528,0,0,0.16717348140478133,0.011283131316304207
real,train,train,bv,0.5,plain-FBHF,133,532,0,0,0.16843994717299937,0.011194607242941856
real,train,train,bv,0.5,plain-FBHF,134,536,0,0,0.1697064129412174,0.011107164435088634
real,train,train,bv,0.5,plain-FBHF,135,540,0,0,0.17097287870943545,0.011020783334970474
real,train,train,bv,0.5,plain-FBHF,136,544,0,0,0.1722393444776535,0.010935448110103607
real,train,train,bv,0.5,plain-FBHF,137,548,0,0,0.17350581024587153,0.010851138271391392
real,train,train,bv,0.5,plain-FBHF,138,552,0,0,0.17477227601408957,0.010767839848995209
real,train,train,bv,0.5,plain-FBHF,139,556,0,0,0.17603874178230763,0.010685534216463566
real,train,train,bv,0.5,plain-FBHF,140,560,0,0,0.17730520755052567,0.010604208335280418
real,train,train,bv,0.5,plain-FBHF,141,564,0,0,0.1785716733187437,0.010523846372961998
real,train,train,bv,0.5,plain-FBHF,142,568,0,0,0.17983813908696175,0.010444432497024536
real,train,train,bv,0.5,plain-FBHF,143,572,0,0,0.1811046048551798,0.010365950874984264
real,train,train,bv,0.5,plain-FBHF,144,576,0,0,0.18237107062339783,0.010288387537002563
real,train,train,bv,0.5,plain-FBHF,145,580,0,0,0.18363753639161587,0.010211731307208538
real,train,train,bv,0.5,plain-FBHF,146,584,0,0,0.1849040021598339,0.010135972872376442
real,train,train,bv,0.5,plain-FBHF,147,588,0,0,0.18617046792805195,0.010061098262667656
real,train,train,bv,0.5,plain-FBHF,148,592,0,0,0.18743693369627,0.00998709537088871
real,train,train,bv,0.5,plain-FBHF,149,596,0,0,0.18870339946448803,0.009913953021168709
real,train,train,bv,0.5,plain-FBHF,150,600,0,0,0.18996986523270606,0.009841658174991608
real,train,train,bv,0.5,plain-FBHF,151,604,0,0,0.1912363310009241,0.009770196862518787
real,train,train,bv,0.5,plain-FBHF,152,608,0,0,0.19250279676914214,0.009699555113911629
real,train,train,bv,0.5,plain-FBHF,153,612,0,0,0.19376926253736018,0.009629717096686363
real,train,train,bv,0.5,plain-FBHF,154,616,0,0,0.19503572830557822,0.009560673497617245
real,train,train,bv,0.5,plain-FBHF,155,620,0,0,0.19630219407379626,0.009492404758930206
real,train,train,bv,0.5,plain-FBHF,156,624,0,0,0.1975686598420143,0.009424900636076927
real,train,train,bv,0.5,plain-FBHF,157,628,0,0,0.19883512561023234,0.009358146227896214
real,train,train,bv,0.5,plain-FBHF,158,632,0,0,0.20010159137845038,0.009292135015130043
real,train,train,bv,0.5,plain-FBHF,159,636,0,0,0.20136805714666842,0.009226853959262371
real,train,train,bv,0.5,plain-FBHF,160,640,0,0,0.20263452291488648,0.0091622956097126
real,train,train,bv,0.5,plain-FBHF,161,644,0,0,0.20390098868310452,0.00909845158457756
real,train,train,bv,0.5,plain-FBHF,162,648,0,0,0.20516745445132256,0.00903531163930893
real,train,train,bv,0.5,plain-FBHF,163,652,0,0,0.2064339202195406,0.008972869254648685
real,train,train,bv,0.5,plain-FBHF,164,656,0,0,0.20770038598775864,0.008911114186048508
real,train,train,bv,0.5,plain-FBHF,165,660,0,0,0.20896685175597668,0.008850038051605225
real,train,train,bv,0.5,plain-FBHF,166,664,0,0,0.21023331752419472,0.008789628744125366
real,train,train,bv,0.5,plain-FBHF,167,668,0,0,0.21149978329241276,0.008729876950383186
real,train,train,bv,0.5,plain-FBHF,168,672,0,0,0.2127662490606308,0.00867076963186264
real,train,train,bv,0.5,plain-FBHF,169,676,0,0,0.21403271482884884,0.008612299337983131
real,train,train,bv,0.5,plain-FBHF,170,680,0,0,0.21529918059706687,0.008554450236260891
real,train,train,bv,0.5,plain-FBHF,171,684,0,0,0.21656564636528491,0.008497213944792747
real,train,train,bv,0.5,plain-FBHF,172,688,0,0,0.21783211213350295,0.00844058021903038
real,train,train,bv,0.5,plain-FBHF,173,692,0,0,0.219098577901721,0.008384537883102894
real,train,train,bv,0.5,plain-FBHF,174,696,0,0,0.22036504366993903,0.008329077623784542
real,train,train,bv,0.5,plain-FBHF,175,700,0,0,0.22163150943815707,0.008274191990494728
real,train,train,bv,0.5,plain-FBHF,176,704,0,0,0.2228979752063751,0.00821987446397543
real,train,train,bv,0.5,plain-FBHF,177,708,0,0,0.22416444097459315,0.00816611759364605
real,train,train,bv,0.5,plain-FBHF,178,712,0,0,0.2254309067428112,0.008112914860248566
real,train,train,bv,0.5,plain-FBHF,179,716,0,0,0.22669737251102923,0.008060258813202381
real,train,train,bv,0.5,plain-FBHF,180,720,0,0,0.22796383827924727,0.008008141070604324
real,train,train,bv,0.5,plain-FBHF,181,724,0,0,0.2292303040474653,0.007956555113196373
real,train,train,bv,0.5,plain-FBHF,182,728,0,0,0.23049676981568337,0.007905492559075356
real,train,train,bv,0.5,plain-FBHF,183,732,0,0,0.2317632355839014,0.00785494688898325
real,train,train,bv,0.5,plain-FBHF,184,736,0,0,0.23302970135211945,0.0078049106523394585
real,train,train,bv,0.5,plain-FBHF,185,740,0,0,0.2342961671203375,0.00775537546724081
real,train,train,bv,0.5,plain-FBHF,186,744,0,0,0.23556263288855553,0.0077063352800905704
real,train,train,bv,0.5,plain-FBHF,187,748,0,0,0.23682909865677357,0.007657782174646854
real,train,train,bv,0.5,plain-FBHF,188,752,0,0,0.2380955644249916,0.007609711028635502
real,train,train,bv,0.5,plain-FBHF,189,756,0,0,0.23936203019320965,0.007562113925814629
real,train,train,bv,0.5,plain-FBHF,190,760,0,0,0.24062849596142769,0.0075149848125875
real,train,train,bv,0.5,plain-FBHF,191,764,0,0,0.24189496172964572,0.00746831763535738
real,train,train,bv,0.5,plain-FBHF,192,768,0,0,0.24316142749786376,0.0074221063405275345
real,train,train,bv,0.5,plain-FBHF,193,772,0,0,0.2444278932660818,0.007376343943178654
real,train,train,bv,0.5,plain-FBHF,194,776,0,0,0.24569435903429984,0.007331023924052715
real,train,train,bv,0.5,plain-FBHF,195,780,0,0,0.24696082480251788,0.007286141160875559
real,train,train,bv,0.5,plain-FBHF,196,784,0,0,0.24822729057073592,0.007241690065711737
real,train,train,bv,0.5,plain-FBHF,197,788,0,0,0.24949375633895396,0.007197667844593525
real,train,train,bv,0.5,plain-FBHF,198,792,0,0,0.250760222107172,0.007154067978262901
real,train,train,bv,0.5,plain-FBHF,199,796,0,0,0.25202668787539007,0.007110888138413429
real,train,train,bv,0.5,plain-FBHF,200,800,0,0,0.2532931536436081,0.007068122737109661
real,train,train,bv,0.5,plain-FBHF,201,804,0,0,0.25455961941182614,0.007025766186416149
real,train,train,bv,0.5,plain-FBHF,202,808,0,0,0.2558260851800442,0.006983815226703882
real,train,train,bv,0.5,plain-FBHF,203,812,0,0,0.2570925509482622,0.0069422647356987
real,train,train,bv,0.5,plain-FBHF,204,816,0,0,0.25835901671648026,0.006901110522449017
real,train,train,bv,0.5,plain-FBHF,205,820,0,0,0.2596254824846983,0.0068603456020355225
real,train,train,bv,0.5,plain-FBHF,206,824,0,0,0.26089194825291634,0.006819966249167919
real,train,train,bv,0.5,plain-FBHF,207,828,0,0,0.2621584140211344,0.006779968738555908
real,train,train,bv,0.5,plain-FBHF,208,832,0,0,0.2634248797893524,0.0067403484135866165
real,train,train,bv,0.5,plain-FBHF,209,836,0,0,0.26469134555757046,0.006701101548969746
real,train,train,bv,0.5,plain-FBHF,210,840,0,0,0.2659578113257885,0.006662224885076284
real,train,train,bv,0.5,plain-FBHF,211,844,0,0,0.26722427709400653,0.0066237132996320724
real,train,train,bv,0.5,plain-FBHF,212,848,0,0,0.2684907428622246,0.006585563533008099
real,train,train,bv,0.5,plain-FBHF,213,852,0,0,0.2697572086304426,0.00654777092859149
real,train,train,bv,0.5,plain-FBHF,214,856,0,0,0.27102367439866065,0.006510330364108086
real,train,train,bv,0.5,plain-FBHF,215,860,0,0,0.2722901401668787,0.006473239045590162
real,train,train,bv,0.5,plain-FBHF,216,864,0,0,0.27355660593509673,0.006436493247747421
real,train,train,bv,0.5,plain-FBHF,217,868,0,0,0.27482307170331477,0.006400088779628277
real,train,train,bv,0.5,plain-FBHF,218,872,0,0,0.2760895374715328,0.006364021450281143
real,train,train,bv,0.5,plain-FBHF,219,876,0,0,0.27735600323975085,0.006328288000077009
real,train,train,bv,0.5,plain-FBHF,220,880,0,0,0.2786224690079689,0.006292884238064289
real,train,train,bv,0.5,plain-FBHF,221,884,0,0,0.2798889347761869,0.006257806904613972
real,train,train,bv,0.5,plain-FBHF,222,888,0,0,0.28115540054440497,0.0062230490148067474
real,train,train,bv,0.5,plain-FBHF,223,892,0,0,0.282421866312623,0.006188608705997467
real,train,train,bv,0.5,plain-FBHF,224,896,0,0,0.28368833208084104,0.006154480390250683
real,train,train,bv,0.5,plain-FBHF,225,900,0,0,0.2849547978490591,0.006120659876614809
real,train,train,bv,0.5,plain-FBHF,226,904,0,0,0.2862212636172771,0.00608714297413826
real,train,train,bv,0.5,plain-FBHF,227,908,0,0,0.28748772938549516,0.006053926423192024
real,train,train,bv,0.5,plain-FBHF,228,912,0,0,0.2887541951537132,0.006021005101501942
real,train,train,bv,0.5,plain-FBHF,229,916,0,0,0.29002066092193124,0.005988375749439001
real,train,train,bv,0.5,plain-FBHF,230,920,0,0,0.2912871266901493,0.005956035107374191
real,train,train,bv,0.5,plain-FBHF,231,924,0,0,0.2925535924583673,0.005923979915678501
real,train,train,bv,0.5,plain-FBHF,232,928,0,0,0.29382005822658536,0.005892205983400345
real,train,train,bv,0.5,plain-FBHF,233,932,0,0,0.2950865239948034,0.005860710516571999
real,train,train,bv,0.5,plain-FBHF,234,936,0,0,0.29635298976302143,0.005829491186887026
real,train,train,bv,0.5,plain-FBHF,235,940,0,0,0.29761945553123953,0.005798544734716415
real,train,train,bv,0.5,plain-FBHF,236,944,0,0,0.29888592129945757,0.005767867900431156
real,train,train,bv,0.5,plain-FBHF,237,948,0,0,0.3001523870676756,0.005737458821386099
real,train,train,bv,0.5,plain-FBHF,238,952,0,0,0.30141885283589365,0.005707314237952232
real,train,train,bv,0.5,plain-FBHF,239,956,0,0,0.3026853186041117,0.005677429493516684
real,train,train,bv,0.5,plain-FBHF,240,960,0,0,0.3039517843723297,0.005647802725434303
real,train,train,bv,0.5,plain-FBHF,241,964,0,0,0.30521825014054776,0.00561843067407608
real,train,train,bv,0.5,plain-FBHF,242,968,0,0,0.3064847159087658,0.005589309148490429
real,train,train,bv,0.5,plain-FBHF,243,972,0,0,0.30775118167698384,0.0055604362860322
real,train,train,bv,0.5,plain-FBHF,244,976,0,0,0.3090176474452019,0.005531809292733669
real,train,train,bv,0.5,plain-FBHF,245,980,0,0,0.3102841132134199,0.005503426771610975
real,train,train,bv,0.5,plain-FBHF,246,984,0,0,0.31155057898163796,0.005475284997373819
real,train,train,bv,0.5,plain-FBHF,247,988,0,0,0.312817044749856,0.00544738257303834
real,train,train,bv,0.5,plain-FBHF,248,992,0,0,0.31408351051807404,0.005419716238975525
real,train,train,bv,0.5,plain-FBHF,249,996,0,0,0.3153499762862921,0.005392284598201513
real,train,train,bv,0.5,plain-FBHF,250,1000,0,0,0.3166164420545101,0.0053650857880711555
real,train,train,bv,0.5,plain-FBHF,251,1004,0,0,0.31788290782272816,0.005338116083294153
real,train,train,bv,0.5,plain-FBHF,252,1008,0,0,0.3191493735909462,0.005311375018209219
real,train,train,bv,0.5,plain-FBHF,253,1012,0,0,0.32041583935916423,0.005284858867526054
real,train,train,bv,0.5,plain-FBHF,254,1016,0,0,0.3216823051273823,0.00525856576859951
real,train,train,bv,0.5,plain-FBHF,255,1020,0,0,0.3229487708956003,0.00523249339312315
real,train,train,bv,0.5,plain-FBHF,256,1024,0,0,0.32421523666381835,0.005206638015806675
real,train,train,bv,0.5,plain-FBHF,257,1028,0,0,0.3254817024320364,0.005180998705327511
real,train,train,bv,0.5,plain-FBHF,258,1032,0,0,0.32674816820025443,0.005155572202056646
real,train,train,bv,0.5,plain-FBHF,259,1036,0,0,0.32801463396847247,0.005130355712026358
real,train,train,bv,0.5,plain-FBHF,260,1040,0,0,0.3292810997366905,0.005105346441268921
real,train,train,bv,0.5,plain-FBHF,261,1044,0,0,0.33054756550490855,0.005080540664494038
real,train,train,bv,0.5,plain-FBHF,262,1048,0,0,0.3318140312731266,0.0050559379160404205
real,train,train,bv,0.5,plain-FBHF,263,1052,0,0,0.3330804970413446,0.0050315349362790585
real,train,train,bv,0.5,plain-FBHF,264,1056,0,0,0.33434696280956266,0.005007329862564802
real,train,train,bv,0.5,plain-FBHF,265,1060,0,0,0.3356134285777807,0.0049833208322525024
real,train,train,bv,0.5,plain-FBHF,266,1064,0,0,0.33687989434599874,0.00495950598269701
real,train,train,bv,0.5,plain-FBHF,267,1068,0,0,0.3381463601142168,0.004935881122946739
real,train,train,bv,0.5,plain-FBHF,268,1072,0,0,0.3394128258824348,0.004912443924695253
real,train,train,bv,0.5,plain-FBHF,269,1076,0,0,0.34067929165065286,0.004889192990958691
real,train,train,bv,0.5,plain-FBHF,270,1080,0,0,0.3419457574188709,0.004866126459091902
real,train,train,bv,0.5,plain-FBHF,271,1084,0,0,0.34321222318708894,0.004843242932111025
real,train,train,bv,0.5,plain-FBHF,272,1088,0,0,0.344478688955307,0.004820540547370911
real,train,train,bv,0.5,plain-FBHF,273,1092,0,0,0.345745154723525,0.00479801744222641
real,train,train,bv,0.5,plain-FBHF,274,1096,0,0,0.34701162049174306,0.004775672685354948
real,train,train,bv,0.5,plain-FBHF,275,1100,0,0,0.3482780862599611,0.004753503482788801
real,train,train,bv,0.5,plain-FBHF,276,1104,0,0,0.34954455202817913,0.004731509834527969
real,train,train,bv,0.5,plain-FBHF,277,1108,0,0,0.3508110177963972,0.004709688946604729
real,train,train,bv,0.5,plain-FBHF,278,1112,0,0,0.35207748356461527,0.004688040353357792
real,train,train,bv,0.5,plain-FBHF,279,1116,0,0,0.3533439493328333,0.004666561260819435
real,train,train,bv,0.5,plain-FBHF,280,1120,0,0,0.35461041510105135,0.004645250272005796
real,train,train,bv,0.5,plain-FBHF,281,1124,0,0,0.3558768808692694,0.004624105058610439
real,train,train,bv,0.5,plain-FBHF,282,1128,0,0,0.3571433466374874,0.004603125154972076
real,train,train,bv,0.5,plain-FBHF,283,1132,0,0,0.35840981240570546,0.004582308232784271
real,train,train,bv,0.5,plain-FBHF,284,1136,0,0,0.3596762781739235,0.004561652895063162
real,train,train,bv,0.5,plain-FBHF,285,1140,0,0,0.36094274394214154,0.004541156813502312
real,train,train,bv,0.5,plain-FBHF,286,1144,0,0,0.3622092097103596,0.004520819056779146
real,train,train,bv,0.5,plain-FBHF,287,1148,0,0,0.3634756754785776,0.004500637762248516
real,train,train,bv,0.5,plain-FBHF,288,1152,0,0,0.36474214124679566,0.004480611067265272
real,train,train,bv,0.5,plain-FBHF,289,1156,0,0,0.3660086070150137,0.004460737109184265
real,train,train,bv,0.5,plain-FBHF,290,1160,0,0,0.36727507278323174,0.004441014491021633
real,train,train,bv,0.5,plain-FBHF,291,1164,0,0,0.3685415385514498,0.00442144088447094
real,train,train,bv,0.5,plain-FBHF,292,1168,0,0,0.3698080043196678,0.004402015823870897
real,train,train,bv,0.5,plain-FBHF,293,1172,0,0,0.37107447008788585,0.00438273698091507
real,train,train,bv,0.5,plain-FBHF,294,1176,0,0,0.3723409358561039,0.00436360202729702
